state,district,date,daily_rainfall,daily_normal,daily_departure,rainfall_category,rainfall_anomaly,rain_3d,rain_7d,rain_15d,rain_30d,max_rain_7d,rain_days_7d,lag_1d,lag_3d,lag_7d
MADHYA PRADESH,SAGAR,2026-09-07,1.0,8.3,-88.0,LD,-7.300000000000001,22.10000000000001,91.39999999999999,203.10000000000002,257.8,42.8,4.0,5.8,24.0,0.0
MADHYA PRADESH,SAGAR,2026-09-08,0.3,6.3,-96.0,LD,-6.0,7.100000000000007,91.7,183.2,258.1,42.8,4.0,1.0,15.3,0.0
BIHAR,SAHARSA,2026-08-26,2.9,13.5,-79.0,LD,-10.6,11.6,14.499999999999998,17.9,17.9,4.6,3.0,4.6,0.6,3.4
BIHAR,SAHARSA,2026-08-27,0.0,7.9,-100.0,NR,-7.9,7.5,12.2,17.9,17.9,4.6,3.0,2.9,4.1,2.3
BIHAR,SAHARSA,2026-08-28,0.6,6.6,-91.0,LD,-6.0,3.5,12.799999999999999,18.5,18.5,4.6,3.0,0.0,4.6,0.0
BIHAR,SAHARSA,2026-08-29,5.3,8.2,-35.0,D,-2.8999999999999995,5.9,18.1,23.799999999999997,23.799999999999997,5.3,4.0,0.6,2.9,0.0
BIHAR,SAHARSA,2026-08-30,13.7,6.3,117.0,LE,7.3999999999999995,19.6,31.199999999999996,37.5,37.5,13.7,5.0,5.3,0.0,0.6
BIHAR,SAHARSA,2026-08-31,3.2,8.9,-64.0,LD,-5.7,22.2,30.3,40.699999999999996,40.699999999999996,13.7,5.0,13.7,0.6,4.1
BIHAR,SAHARSA,2026-09-01,15.5,6.8,128.0,LE,8.7,32.400000000000006,41.2,56.2,56.2,15.5,5.0,3.2,5.3,4.6
BIHAR,SAHARSA,2026-09-02,5.0,6.7,-25.0,D,-1.7000000000000002,23.700000000000003,43.3,61.2,61.2,15.5,5.0,15.5,13.7,2.9
BIHAR,SAHARSA,2026-09-03,15.8,6.1,160.0,LE,9.700000000000001,36.300000000000004,59.1,73.6,77.0,15.8,6.0,5.0,3.2,0.0
BIHAR,SAHARSA,2026-09-04,1.8,10.4,-83.0,LD,-8.6,22.600000000000005,60.3,73.10000000000001,78.8,15.8,6.0,15.8,15.5,0.6
BIHAR,SAHARSA,2026-09-05,3.0,7.3,-59.0,D,-4.3,20.600000000000005,58.0,76.10000000000001,81.8,15.8,6.0,1.8,5.0,5.3
BIHAR,SAHARSA,2026-09-06,0.9,10.0,-91.0,LD,-9.1,5.700000000000004,45.2,77.0,82.7,15.8,5.0,3.0,15.8,13.7
BIHAR,SAHARSA,2026-09-07,3.7,8.7,-57.0,D,-4.999999999999999,7.600000000000003,45.7,80.1,86.4,15.8,5.0,0.9,1.8,3.2
BIHAR,SAHARSA,2026-09-08,1.0,9.5,-89.0,LD,-8.5,5.600000000000003,31.2,77.0,87.4,15.8,4.0,3.7,3.0,15.5
MIZORAM,SAIHA,2026-08-26,1.8,13.7,-87.0,LD,-11.899999999999999,26.599999999999994,55.199999999999996,71.1,71.1,18.7,5.0,6.1,0.6,15.9
MIZORAM,SAIHA,2026-08-27,13.7,10.5,31.0,E,3.1999999999999993,21.599999999999994,50.699999999999996,84.8,84.8,18.7,5.0,1.8,18.7,18.2
MIZORAM,SAIHA,2026-08-28,28.2,15.8,78.0,LE,12.399999999999999,43.699999999999996,74.29999999999998,113.0,113.0,28.2,5.0,13.7,6.1,4.6
MIZORAM,SAIHA,2026-08-29,11.8,13.5,-12.0,N,-1.6999999999999993,53.7,80.89999999999999,124.8,124.8,28.2,5.0,28.2,1.8,5.2
MIZORAM,SAIHA,2026-08-30,10.7,7.4,44.0,E,3.299999999999999,50.699999999999996,91.0,135.5,135.5,28.2,6.0,11.8,13.7,0.6
MIZORAM,SAIHA,2026-08-31,3.0,9.8,-69.0,LD,-6.800000000000001,25.499999999999996,75.29999999999998,138.5,138.5,28.2,6.0,10.7,28.2,18.7
MIZORAM,SAIHA,2026-09-01,5.0,8.2,-39.0,D,-3.1999999999999993,18.699999999999996,74.19999999999999,143.5,143.5,28.2,6.0,3.0,11.8,6.1
MIZORAM,SAIHA,2026-09-02,32.2,12.1,167.0,LE,20.1,40.2,104.6,175.7,175.7,32.2,7.0,5.0,10.7,1.8
MIZORAM,SAIHA,2026-09-03,70.1,10.6,561.0,LE,59.49999999999999,107.3,161.0,229.89999999999998,245.79999999999998,70.1,7.0,32.2,3.0,13.7
MIZORAM,SAIHA,2026-09-04,46.6,11.6,302.0,LE,35.0,148.9,179.4,258.3,292.4,70.1,7.0,70.1,5.0,28.2
MIZORAM,SAIHA,2026-09-05,21.5,13.2,63.0,LE,8.3,138.2,189.1,275.2,313.9,70.1,7.0,46.6,32.2,11.8
MIZORAM,SAIHA,2026-09-06,30.3,16.0,90.0,LE,14.3,98.4,208.69999999999996,300.3,344.2,70.1,7.0,21.5,70.1,10.7
MIZORAM,SAIHA,2026-09-07,70.4,13.5,421.0,LE,56.900000000000006,122.20000000000002,276.1,370.1,414.6,70.4,7.0,30.3,46.6,3.0
MIZORAM,SAIHA,2026-09-08,49.2,8.6,473.0,LE,40.6,149.90000000000003,320.3,400.6,463.8,70.4,7.0,70.4,21.5,5.0
CHHATTISGARH,SAKTI,2026-08-26,0.6,7.1,-91.0,LD,-6.5,46.199999999999996,56.1,69.4,69.4,32.3,4.0,13.3,0.0,13.3
CHHATTISGARH,SAKTI,2026-08-27,1.1,10.6,-90.0,LD,-9.5,15.0,50.3,70.5,70.5,32.3,3.0,0.6,32.3,6.9
CHHATTISGARH,SAKTI,2026-08-28,10.3,18.1,-43.0,D,-7.800000000000001,12.0,57.7,80.8,80.8,32.3,3.0,1.1,13.3,2.9
CHHATTISGARH,SAKTI,2026-08-29,0.2,16.0,-99.0,LD,-15.8,11.6,57.8,81.0,81.0,32.3,3.0,10.3,0.6,0.1
CHHATTISGARH,SAKTI,2026-08-30,20.1,10.0,101.0,LE,10.100000000000001,30.6,77.9,101.1,101.1,32.3,4.0,0.2,1.1,0.0
CHHATTISGARH,SAKTI,2026-08-31,4.6,10.1,-54.0,D,-5.5,24.9,50.2,105.7,105.7,20.1,4.0,20.1,10.3,32.3
CHHATTISGARH,SAKTI,2026-09-01,2.9,6.3,-53.0,D,-3.4,27.6,39.800000000000004,108.6,108.6,20.1,4.0,4.6,0.2,13.3
CHHATTISGARH,SAKTI,2026-09-02,3.1,11.0,-72.0,LD,-7.9,10.6,42.300000000000004,111.7,111.7,20.1,5.0,2.9,20.1,0.6
CHHATTISGARH,SAKTI,2026-09-03,13.3,13.3,0.0,N,0.0,19.3,54.5,111.7,125.0,20.1,6.0,3.1,4.6,1.1
CHHATTISGARH,SAKTI,2026-09-04,3.0,13.7,-78.0,LD,-10.7,19.400000000000002,47.2,107.8,128.0,20.1,6.0,13.3,2.9,10.3
CHHATTISGARH,SAKTI,2026-09-05,0.6,7.4,-92.0,LD,-6.800000000000001,16.900000000000002,47.6,105.50000000000001,128.6,20.1,6.0,3.0,3.1,0.2
CHHATTISGARH,SAKTI,2026-09-06,0.0,8.2,-100.0,NR,-8.2,3.6,27.5,105.4,128.6,13.3,5.0,0.6,13.3,20.1
CHHATTISGARH,SAKTI,2026-09-07,0.2,16.1,-99.0,LD,-15.900000000000002,0.8,23.099999999999998,105.6,128.8,13.3,4.0,0.0,3.0,4.6
CHHATTISGARH,SAKTI,2026-09-08,0.0,8.4,-100.0,NR,-8.4,0.2,20.2,73.3,128.8,13.3,3.0,0.2,0.6,2.9
TAMIL NADU,SALEM,2026-08-26,0.3,4.3,-94.0,LD,-4.0,2.5999999999999996,5.7,12.4,12.4,2.0,0.0,1.6,0.5,6.7
TAMIL NADU,SALEM,2026-08-27,0.3,4.2,-94.0,LD,-3.9000000000000004,2.2,5.5,12.7,12.7,2.0,0.0,0.3,0.7,0.5
TAMIL NADU,SALEM,2026-08-28,0.6,3.8,-83.0,LD,-3.1999999999999997,1.2,4.1,13.3,13.3,1.6,0.0,0.3,1.6,2.0
TAMIL NADU,SALEM,2026-08-29,4.5,4.2,8.0,N,0.2999999999999998,5.4,8.5,17.8,17.8,4.5,1.0,0.6,0.3,0.1
TAMIL NADU,SALEM,2026-08-30,4.4,2.6,69.0,LE,1.8000000000000003,9.5,12.4,22.2,22.2,4.5,2.0,4.5,0.3,0.5
TAMIL NADU,SALEM,2026-08-31,0.0,4.2,-100.0,NR,-4.2,8.900000000000002,11.700000000000001,22.2,22.2,4.5,2.0,4.4,0.6,0.7
TAMIL NADU,SALEM,2026-09-01,0.0,3.0,-100.0,NR,-3.0,4.400000000000001,10.100000000000001,22.2,22.2,4.5,2.0,0.0,4.5,1.6
TAMIL NADU,SALEM,2026-09-02,0.2,3.3,-93.0,LD,-3.0999999999999996,0.2000000000000009,10.0,22.4,22.4,4.5,2.0,0.0,4.4,0.3
TAMIL NADU,SALEM,2026-09-03,3.1,7.1,-56.0,D,-3.9999999999999996,3.300000000000001,12.8,18.8,25.5,4.5,3.0,0.2,0.0,0.3
TAMIL NADU,SALEM,2026-09-04,0.1,3.1,-97.0,LD,-3.0,3.4000000000000012,12.3,18.400000000000002,25.6,4.5,3.0,3.1,0.0,0.6
TAMIL NADU,SALEM,2026-09-05,0.1,3.1,-97.0,LD,-3.0,3.300000000000001,7.9,16.5,25.7,4.4,2.0,0.1,0.2,4.5
TAMIL NADU,SALEM,2026-09-06,3.9,5.0,-23.0,D,-1.1,4.100000000000001,7.4,20.3,29.6,3.9,2.0,0.1,3.1,4.4
TAMIL NADU,SALEM,2026-09-07,3.2,6.6,-51.0,D,-3.3999999999999995,7.200000000000001,10.600000000000001,23.0,32.8,3.9,3.0,3.9,0.1,0.0
TAMIL NADU,SALEM,2026-09-08,0.0,5.4,-100.0,NR,-5.4,7.100000000000001,10.600000000000001,22.3,32.8,3.9,3.0,3.2,0.1,0.0
BIHAR,SAMASTIPUR,2026-08-26,1.3,7.6,-83.0,LD,-6.3,19.5,26.2,27.2,27.2,12.3,4.0,12.3,0.8,1.0
BIHAR,SAMASTIPUR,2026-08-27,5.3,6.0,-12.0,N,-0.7000000000000002,18.9,28.7,32.5,32.5,12.3,4.0,1.3,5.9,2.8
BIHAR,SAMASTIPUR,2026-08-28,0.6,5.5,-89.0,LD,-4.9,7.199999999999999,29.0,33.1,33.1,12.3,4.0,5.3,12.3,0.3
BIHAR,SAMASTIPUR,2026-08-29,0.3,5.9,-95.0,LD,-5.6000000000000005,6.2,26.5,33.4,33.4,12.3,3.0,0.6,1.3,2.8
BIHAR,SAMASTIPUR,2026-08-30,13.7,5.0,173.0,LE,8.7,14.6,39.4,47.1,47.1,13.7,4.0,0.3,5.3,0.8
BIHAR,SAMASTIPUR,2026-08-31,0.0,7.1,-100.0,NR,-7.1,14.0,33.5,47.1,47.1,13.7,3.0,13.7,0.6,5.9
BIHAR,SAMASTIPUR,2026-09-01,6.5,7.7,-16.0,N,-1.2000000000000002,20.2,27.699999999999996,53.6,53.6,13.7,3.0,0.0,0.3,12.3
BIHAR,SAMASTIPUR,2026-09-02,3.7,6.7,-45.0,D,-3.0,10.2,30.1,57.3,57.3,13.7,4.0,6.5,13.7,1.3
BIHAR,SAMASTIPUR,2026-09-03,4.4,6.8,-36.0,D,-2.3999999999999995,14.600000000000001,29.2,60.7,61.7,13.7,4.0,3.7,0.0,5.3
BIHAR,SAMASTIPUR,2026-09-04,2.8,7.3,-62.0,LD,-4.5,10.9,31.4,60.7,64.5,13.7,5.0,4.4,6.5,0.6
BIHAR,SAMASTIPUR,2026-09-05,1.1,8.7,-87.0,LD,-7.6,8.3,32.2,61.5,65.6,13.7,5.0,2.8,3.7,0.3
BIHAR,SAMASTIPUR,2026-09-06,0.3,10.4,-97.0,LD,-10.1,4.2,18.799999999999997,59.0,65.9,6.5,4.0,1.1,4.4,13.7
BIHAR,SAMASTIPUR,2026-09-07,4.4,6.8,-35.0,D,-2.3999999999999995,5.800000000000001,23.2,62.599999999999994,70.3,6.5,5.0,0.3,2.8,0.0
BIHAR,SAMASTIPUR,2026-09-08,2.6,9.7,-73.0,LD,-7.1,7.300000000000001,19.300000000000004,59.3,72.9,4.4,5.0,4.4,1.1,6.5
JAMMU AND KASHMIR,SAMBA,2026-08-26,0.0,2.1,-100.0,NR,-2.1,0.0,80.0,165.0,165.0,36.0,3.0,0.0,31.0,85.0
JAMMU AND KASHMIR,SAMBA,2026-08-27,0.5,1.0,-50.0,D,-0.5,0.5,69.0,165.5,165.5,36.0,2.0,0.0,0.0,11.5
JAMMU AND KASHMIR,SAMBA,2026-08-28,0.0,7.8,-100.0,NR,-7.8,0.5,67.5,165.5,165.5,36.0,2.0,0.5,0.0,1.5
JAMMU AND KASHMIR,SAMBA,2026-08-29,15.5,0.2,7650.0,LE,15.3,16.0,47.0,181.0,181.0,31.0,2.0,0.0,0.0,36.0
JAMMU AND KASHMIR,SAMBA,2026-08-30,2.0,6.4,-69.0,LD,-4.4,17.5,18.0,183.0,183.0,15.5,1.0,15.5,0.5,31.0
JAMMU AND KASHMIR,SAMBA,2026-08-31,0.0,2.8,-100.0,NR,-2.8,17.5,18.0,183.0,183.0,15.5,1.0,2.0,0.0,0.0
JAMMU AND KASHMIR,SAMBA,2026-09-01,11.0,4.8,129.0,LE,6.2,13.0,29.0,194.0,194.0,15.5,2.0,0.0,15.5,0.0
JAMMU AND KASHMIR,SAMBA,2026-09-02,0.5,6.9,-93.0,LD,-6.4,11.5,29.5,194.5,194.5,15.5,2.0,11.0,2.0,0.0
JAMMU AND KASHMIR,SAMBA,2026-09-03,0.0,9.8,-100.0,NR,-9.8,11.5,29.0,109.5,194.5,15.5,2.0,0.5,0.0,0.5
JAMMU AND KASHMIR,SAMBA,2026-09-04,0.0,6.5,-100.0,NR,-6.5,0.5,29.0,98.0,194.5,15.5,2.0,0.0,11.0,0.0
JAMMU AND KASHMIR,SAMBA,2026-09-05,0.0,8.6,-100.0,NR,-8.6,0.0,13.5,96.5,194.5,11.0,1.0,0.0,0.5,15.5
JAMMU AND KASHMIR,SAMBA,2026-09-06,0.0,25.6,-100.0,NR,-25.6,0.0,11.5,60.5,194.5,11.0,1.0,0.0,0.0,2.0
JAMMU AND KASHMIR,SAMBA,2026-09-07,0.0,6.7,-100.0,NR,-6.7,0.0,11.5,29.5,194.5,11.0,1.0,0.0,0.0,0.0
JAMMU AND KASHMIR,SAMBA,2026-09-08,0.0,6.3,-100.0,NR,-6.3,0.0,0.5,29.5,194.5,0.5,0.0,0.0,0.0,11.0
ODISHA,SAMBALPUR,2026-08-26,7.0,10.6,-34.0,D,-3.5999999999999996,87.30000000000001,94.7,113.2,113.2,51.2,4.0,29.1,0.3,18.5
ODISHA,SAMBALPUR,2026-08-27,0.3,17.7,-98.0,LD,-17.4,36.4,92.4,113.5,113.5,51.2,3.0,7.0,51.2,2.6
ODISHA,SAMBALPUR,2026-08-28,3.4,13.2,-75.0,LD,-9.799999999999999,10.7,93.60000000000001,116.9,116.9,51.2,4.0,0.3,29.1,2.2
ODISHA,SAMBALPUR,2026-08-29,1.2,13.4,-91.0,LD,-12.200000000000001,4.8999999999999995,92.50000000000001,118.10000000000001,118.10000000000001,51.2,4.0,3.4,7.0,2.3
ODISHA,SAMBALPUR,2026-08-30,8.9,8.7,2.0,N,0.20000000000000107,13.5,101.1,127.0,127.0,51.2,5.0,1.2,0.3,0.3
ODISHA,SAMBALPUR,2026-08-31,18.3,7.8,135.0,LE,10.5,28.4,68.2,145.3,145.3,29.1,5.0,8.9,3.4,51.2
ODISHA,SAMBALPUR,2026-09-01,6.0,8.4,-29.0,D,-2.4000000000000004,33.2,45.1,151.3,151.3,18.3,5.0,18.3,1.2,29.1
ODISHA,SAMBALPUR,2026-09-02,0.3,14.0,-98.0,LD,-13.7,24.600000000000005,38.4,151.6,151.6,18.3,4.0,6.0,8.9,7.0
ODISHA,SAMBALPUR,2026-09-03,0.8,12.6,-93.0,LD,-11.799999999999999,7.1,38.900000000000006,133.9,152.4,18.3,4.0,0.3,18.3,0.3
ODISHA,SAMBALPUR,2026-09-04,0.2,12.9,-99.0,LD,-12.700000000000001,1.3,35.699999999999996,131.5,152.6,18.3,3.0,0.8,6.0,3.4
ODISHA,SAMBALPUR,2026-09-05,0.6,11.3,-95.0,LD,-10.700000000000001,1.6,35.1,129.9,153.20000000000002,18.3,3.0,0.2,0.3,1.2
ODISHA,SAMBALPUR,2026-09-06,0.1,12.5,-99.0,LD,-12.4,0.9,26.3,127.70000000000002,153.3,18.3,2.0,0.6,0.8,8.9
ODISHA,SAMBALPUR,2026-09-07,3.7,13.5,-73.0,LD,-9.8,4.4,11.7,131.1,157.0,6.0,2.0,0.1,0.2,18.3
ODISHA,SAMBALPUR,2026-09-08,0.0,10.2,-100.0,NR,-10.2,3.8000000000000007,5.7,79.9,157.0,3.7,1.0,3.7,0.6,6.0
UTTAR PRADESH,SAMBHAL,2026-08-26,11.0,13.7,-20.0,D,-2.6999999999999993,19.5,52.9,60.9,60.9,17.5,5.0,8.5,1.7,8.0
UTTAR PRADESH,SAMBHAL,2026-08-27,27.7,5.5,403.0,LE,22.2,47.2,69.1,88.6,88.6,27.7,5.0,11.0,0.0,11.5
UTTAR PRADESH,SAMBHAL,2026-08-28,67.3,7.3,822.0,LE,60.0,106.0,118.9,155.9,155.9,67.3,5.0,27.7,8.5,17.5
UTTAR PRADESH,SAMBHAL,2026-08-29,0.5,6.2,-92.0,LD,-5.7,95.5,116.7,156.4,156.4,67.3,4.0,67.3,11.0,2.7
UTTAR PRADESH,SAMBHAL,2026-08-30,0.0,5.9,-100.0,NR,-5.9,67.8,115.0,156.4,156.4,67.3,4.0,0.5,27.7,1.7
UTTAR PRADESH,SAMBHAL,2026-08-31,2.8,4.7,-40.0,D,-1.9000000000000004,3.3,117.8,159.20000000000002,159.20000000000002,67.3,5.0,0.0,67.3,0.0
UTTAR PRADESH,SAMBHAL,2026-09-01,0.0,5.3,-100.0,NR,-5.3,2.8,109.3,159.20000000000002,159.20000000000002,67.3,4.0,2.8,0.5,8.5
UTTAR PRADESH,SAMBHAL,2026-09-02,2.2,8.8,-75.0,LD,-6.6000000000000005,5.0,100.5,161.4,161.4,67.3,3.0,0.0,0.0,11.0
UTTAR PRADESH,SAMBHAL,2026-09-03,13.7,3.7,269.0,LE,10.0,15.899999999999999,86.50000000000001,167.1,175.1,67.3,3.0,2.2,2.8,27.7
UTTAR PRADESH,SAMBHAL,2026-09-04,0.0,6.4,-100.0,NR,-6.4,15.899999999999999,19.2,155.6,175.1,13.7,2.0,13.7,0.0,67.3
UTTAR PRADESH,SAMBHAL,2026-09-05,48.7,9.4,418.0,LE,39.300000000000004,62.400000000000006,67.4,186.8,223.8,48.7,3.0,0.0,2.2,0.5
UTTAR PRADESH,SAMBHAL,2026-09-06,16.3,6.9,137.0,LE,9.4,65.0,83.7,200.40000000000003,240.10000000000002,48.7,4.0,48.7,13.7,0.0
UTTAR PRADESH,SAMBHAL,2026-09-07,16.3,10.4,57.0,E,5.9,81.30000000000001,97.20000000000002,215.0,256.40000000000003,48.7,4.0,16.3,0.0,2.8
UTTAR PRADESH,SAMBHAL,2026-09-08,0.0,7.7,-100.0,NR,-7.7,32.6,97.20000000000002,215.0,256.40000000000003,48.7,4.0,16.3,48.7,0.0
TELANGANA,SANGAREDDY,2026-08-26,3.4,8.0,-57.0,D,-4.6,26.0,34.900000000000006,37.300000000000004,37.300000000000004,17.8,4.0,4.8,7.7,2.4
TELANGANA,SANGAREDDY,2026-08-27,0.5,5.3,-91.0,LD,-4.8,8.7,34.400000000000006,37.800000000000004,37.800000000000004,17.8,4.0,3.4,17.8,1.0
TELANGANA,SANGAREDDY,2026-08-28,0.0,8.3,-100.0,LD,-8.3,3.9,34.2,37.800000000000004,37.800000000000004,17.8,4.0,0.5,4.8,0.2
TELANGANA,SANGAREDDY,2026-08-29,0.7,6.8,-90.0,LD,-6.1,1.2,34.9,38.5,38.5,17.8,4.0,0.0,3.4,0.0
TELANGANA,SANGAREDDY,2026-08-30,3.5,5.3,-34.0,D,-1.7999999999999998,4.2,30.7,42.0,42.0,17.8,4.0,0.7,0.5,7.7
TELANGANA,SANGAREDDY,2026-08-31,1.0,7.0,-86.0,LD,-6.0,5.2,13.899999999999999,43.0,43.0,4.8,3.0,3.5,0.0,17.8
TELANGANA,SANGAREDDY,2026-09-01,0.3,4.0,-93.0,LD,-3.7,4.8,9.399999999999999,43.300000000000004,43.300000000000004,3.5,2.0,1.0,0.7,4.8
TELANGANA,SANGAREDDY,2026-09-02,1.1,7.4,-85.0,LD,-6.300000000000001,2.4000000000000004,7.1000000000000005,44.4,44.4,3.5,1.0,0.3,3.5,3.4
TELANGANA,SANGAREDDY,2026-09-03,2.6,6.6,-61.0,LD,-3.9999999999999996,4.0,9.2,44.6,47.0,3.5,2.0,1.1,1.0,0.5
TELANGANA,SANGAREDDY,2026-09-04,0.1,4.2,-97.0,LD,-4.1000000000000005,3.8000000000000003,9.299999999999999,43.7,47.1,3.5,2.0,2.6,0.3,0.0
TELANGANA,SANGAREDDY,2026-09-05,0.1,2.5,-95.0,LD,-2.4,2.8000000000000003,8.7,43.6,47.2,3.5,2.0,0.1,1.1,0.7
TELANGANA,SANGAREDDY,2026-09-06,1.0,3.1,-66.0,LD,-2.1,1.1999999999999995,6.2,44.6,48.2,2.6,1.0,0.1,2.6,3.5
TELANGANA,SANGAREDDY,2026-09-07,6.1,2.9,110.0,LE,3.1999999999999997,7.199999999999999,11.3,43.0,54.3,6.1,2.0,1.0,0.1,1.0
TELANGANA,SANGAREDDY,2026-09-08,4.2,3.8,11.0,N,0.40000000000000036,11.3,15.2,29.4,58.5,6.1,3.0,6.1,0.1,0.3
MAHARASHTRA,SANGLI,2026-08-26,1.2,3.8,-68.0,LD,-2.5999999999999996,4.0,9.999999999999998,12.399999999999999,12.399999999999999,2.3,0.0,1.4,2.3,2.4
MAHARASHTRA,SANGLI,2026-08-27,1.1,3.4,-67.0,LD,-2.3,3.7,9.2,13.5,13.5,2.3,0.0,1.2,1.4,1.9
MAHARASHTRA,SANGLI,2026-08-28,1.0,2.5,-60.0,LD,-1.5,3.3,9.1,14.5,14.5,2.3,0.0,1.1,1.4,1.1
MAHARASHTRA,SANGLI,2026-08-29,1.1,3.2,-65.0,LD,-2.1,3.2,9.5,15.6,15.6,2.3,0.0,1.0,1.2,0.7
MAHARASHTRA,SANGLI,2026-08-30,1.4,3.1,-55.0,D,-1.7000000000000002,3.5,8.6,17.0,17.0,1.4,0.0,1.1,1.1,2.3
MAHARASHTRA,SANGLI,2026-08-31,0.3,3.3,-91.0,LD,-3.0,2.8000000000000003,7.499999999999999,17.3,17.3,1.4,0.0,1.4,1.0,1.4
MAHARASHTRA,SANGLI,2026-09-01,0.7,3.3,-79.0,LD,-2.5999999999999996,2.4,6.8,18.0,18.0,1.4,0.0,0.3,1.1,1.4
MAHARASHTRA,SANGLI,2026-09-02,0.7,3.2,-78.0,LD,-2.5,1.7,6.3,18.7,18.7,1.4,0.0,0.7,1.4,1.2
MAHARASHTRA,SANGLI,2026-09-03,2.2,3.5,-37.0,D,-1.2999999999999998,3.6,7.4,18.5,20.9,2.2,0.0,0.7,0.3,1.1
MAHARASHTRA,SANGLI,2026-09-04,0.8,3.3,-77.0,LD,-2.5,3.7,7.2,17.4,21.7,2.2,0.0,2.2,0.7,1.0
MAHARASHTRA,SANGLI,2026-09-05,2.1,2.3,-10.0,N,-0.19999999999999973,5.1000000000000005,8.2,18.400000000000002,23.8,2.2,0.0,0.8,0.7,1.1
MAHARASHTRA,SANGLI,2026-09-06,0.1,3.8,-98.0,LD,-3.6999999999999997,3.0000000000000004,6.9,17.799999999999997,23.9,2.2,0.0,2.1,2.2,1.4
MAHARASHTRA,SANGLI,2026-09-07,0.5,2.8,-84.0,LD,-2.3,2.7,7.1000000000000005,16.0,24.4,2.2,0.0,0.1,0.8,0.3
MAHARASHTRA,SANGLI,2026-09-08,0.1,3.6,-98.0,LD,-3.5,0.7000000000000004,6.500000000000001,14.700000000000001,24.5,2.2,0.0,0.5,2.1,0.7
PUNJAB,SANGRUR,2026-08-26,8.2,2.9,184.0,LE,5.299999999999999,8.2,23.8,23.8,23.8,9.3,3.0,0.0,0.5,0.0
PUNJAB,SANGRUR,2026-08-27,0.0,5.7,-100.0,NR,-5.7,8.2,19.4,23.8,23.8,9.3,2.0,8.2,0.0,4.4
PUNJAB,SANGRUR,2026-08-28,0.0,4.0,-100.0,NR,-4.0,8.2,10.1,23.8,23.8,8.2,1.0,0.0,0.0,9.3
PUNJAB,SANGRUR,2026-08-29,0.0,3.2,-100.0,NR,-3.2,0.0,8.7,23.8,23.8,8.2,1.0,0.0,8.2,1.4
PUNJAB,SANGRUR,2026-08-30,0.0,3.0,-100.0,NR,-3.0,0.0,8.2,23.8,23.8,8.2,1.0,0.0,0.0,0.5
PUNJAB,SANGRUR,2026-08-31,0.0,1.1,-100.0,NR,-1.1,0.0,8.2,23.8,23.8,8.2,1.0,0.0,0.0,0.0
PUNJAB,SANGRUR,2026-09-01,0.0,2.5,-100.0,NR,-2.5,0.0,8.2,23.8,23.8,8.2,1.0,0.0,0.0,0.0
PUNJAB,SANGRUR,2026-09-02,0.0,2.5,-100.0,NR,-2.5,0.0,0.0,23.8,23.8,0.0,0.0,0.0,0.0,8.2
PUNJAB,SANGRUR,2026-09-03,0.0,3.3,-100.0,NR,-3.3,0.0,0.0,23.8,23.8,0.0,0.0,0.0,0.0,0.0
PUNJAB,SANGRUR,2026-09-04,0.0,5.6,-100.0,NR,-5.6,0.0,0.0,19.4,23.8,0.0,0.0,0.0,0.0,0.0
PUNJAB,SANGRUR,2026-09-05,15.5,6.8,128.0,LE,8.7,15.5,15.5,25.6,39.3,15.5,1.0,0.0,0.0,0.0
PUNJAB,SANGRUR,2026-09-06,0.0,3.5,-100.0,LD,-3.5,15.5,15.5,24.200000000000003,39.3,15.5,1.0,15.5,0.0,0.0
PUNJAB,SANGRUR,2026-09-07,0.0,4.0,-100.0,NR,-4.0,15.5,15.5,23.700000000000003,39.3,15.5,1.0,0.0,0.0,0.0
PUNJAB,SANGRUR,2026-09-08,0.0,7.4,-100.0,NR,-7.4,0.0,15.5,23.700000000000003,39.3,15.5,1.0,0.0,15.5,0.0
UTTAR PRADESH,SANTKABIRNAGAR,2026-08-26,0.9,9.6,-90.0,LD,-8.7,29.9,35.7,35.7,35.7,19.6,3.0,19.6,5.8,0.0
UTTAR PRADESH,SANTKABIRNAGAR,2026-08-27,3.6,9.8,-63.0,LD,-6.200000000000001,24.1,39.3,39.3,39.3,19.6,4.0,0.9,9.4,0.0
UTTAR PRADESH,SANTKABIRNAGAR,2026-08-28,1.0,5.6,-82.0,LD,-4.6,5.5,40.3,40.3,40.3,19.6,4.0,3.6,19.6,0.0
UTTAR PRADESH,SANTKABIRNAGAR,2026-08-29,7.6,8.4,-10.0,N,-0.8000000000000007,12.2,47.9,47.9,47.9,19.6,5.0,1.0,0.9,0.0
UTTAR PRADESH,SANTKABIRNAGAR,2026-08-30,7.5,7.8,-4.0,N,-0.2999999999999998,16.1,49.6,55.4,55.4,19.6,5.0,7.6,3.6,5.8
UTTAR PRADESH,SANTKABIRNAGAR,2026-08-31,9.1,5.0,81.0,LE,4.1,24.2,49.300000000000004,64.5,64.5,19.6,5.0,7.5,1.0,9.4
UTTAR PRADESH,SANTKABIRNAGAR,2026-09-01,18.1,8.2,120.0,LE,9.900000000000002,34.7,47.8,82.6,82.6,18.1,5.0,9.1,7.6,19.6
UTTAR PRADESH,SANTKABIRNAGAR,2026-09-02,28.4,2.8,912.0,LE,25.599999999999998,55.6,75.3,111.0,111.0,28.4,6.0,18.1,7.5,0.9
